match_id,season,match_no,date,venue,batting_team,bowling_team,innings,over,striker,bowler,runs_of_bat,extras,wide,legbyes,byes,noballs,wicket_type,player_dismissed
202201,2022,1,"Mar 26, 2022","Wankhede Stadium, Mumbai",CSK,KKR,1,0.1,Gaikwad,Umesh Yadav,0,1,0,0,0,1,,
202201,2022,1,"Mar 26, 2022","Wankhede Stadium, Mumbai",CSK,KKR,1,0.1,Gaikwad,Umesh Yadav,0,0,0,0,0,0,,
202201,2022,1,"Mar 26, 2022","Wankhede Stadium, Mumbai",CSK,KKR,1,0.2,Gaikwad,Umesh Yadav,0,1,1,0,0,0,,
202201,2022,1,"Mar 26, 2022","Wankhede Stadium, Mumbai",CSK,KKR,1,0.2,Gaikwad,Umesh Yadav,0,0,0,0,0,0,,
202201,2022,1,"Mar 26, 2022","Wankhede Stadium, Mumbai",CSK,KKR,1,0.3,Gaikwad,Umesh Yadav,0,0,0,0,0,0,caught,Gaikwad
202201,2022,1,"Mar 26, 2022","Wankhede Stadium, Mumbai",CSK,KKR,1,0.4,Uthappa,Umesh Yadav,0,1,1,0,0,0,,
202201,2022,1,"Mar 26, 2022","Wankhede Stadium, Mumbai",CSK,KKR,1,0.4,Uthappa,Umesh Yadav,0,0,0,0,0,0,,
202201,2022,1,"Mar 26, 2022","Wankhede Stadium, Mumbai",CSK,KKR,1,0.5,Uthappa,Umesh Yadav,0,0,0,0,0,0,,
202201,2022,1,"Mar 26, 2022","Wankhede Stadium, Mumbai",CSK,KKR,1,0.6,Uthappa,Umesh Yadav,0,0,0,0,0,0,,
202201,2022,1,"Mar 26, 2022","Wankhede Stadium, Mumbai",CSK,KKR,1,1.1,Conway,Shivam Mavi,0,0,0,0,0,0,,
202201,2022,1,"Mar 26, 2022","Wankhede Stadium, Mumbai",CSK,KKR,1,1.2,Conway,Shivam Mavi,0,0,0,0,0,0,,
202201,2022,1,"Mar 26, 2022","Wankhede Stadium, Mumbai",CSK,KKR,1,1.3,Conway,Shivam Mavi,1,0,0,0,0,0,,
202201,2022,1,"Mar 26, 2022","Wankhede Stadium, Mumbai",CSK,KKR,1,1.4,Uthappa,Shivam Mavi,4,0,0,0,0,0,,
202201,2022,1,"Mar 26, 2022","Wankhede Stadium, Mumbai",CSK,KKR,1,1.5,Uthappa,Shivam Mavi,0,0,0,0,0,0,,
202201,2022,1,"Mar 26, 2022","Wankhede Stadium, Mumbai",CSK,KKR,1,1.6,Uthappa,Shivam Mavi,0,0,0,0,0,0,,
202201,2022,1,"Mar 26, 2022","Wankhede Stadium, Mumbai",CSK,KKR,1,2.1,Conway,Umesh Yadav,1,0,0,0,0,0,,
202201,2022,1,"Mar 26, 2022","Wankhede Stadium, Mumbai",CSK,KKR,1,2.2,Uthappa,Umesh Yadav,6,0,0,0,0,0,,
202201,2022,1,"Mar 26, 2022","Wankhede Stadium, Mumbai",CSK,KKR,1,2.3,Uthappa,Umesh Yadav,0,0,0,0,0,0,,
202201,2022,1,"Mar 26, 2022","Wankhede Stadium, Mumbai",CSK,KKR,1,2.4,Uthappa,Umesh Yadav,0,0,0,0,0,0,,
202201,2022,1,"Mar 26, 2022","Wankhede Stadium, Mumbai",CSK,KKR,1,2.5,Uthappa,Umesh Yadav,1,0,0,0,0,0,,
202201,2022,1,"Mar 26, 2022","Wankhede Stadium, Mumbai",CSK,KKR,1,2.6,Conway,Umesh Yadav,0,0,0,0,0,0,,
202201,2022,1,"Mar 26, 2022","Wankhede Stadium, Mumbai",CSK,KKR,1,3.1,Uthappa,Shivam Mavi,1,0,0,0,0,0,,
202201,2022,1,"Mar 26, 2022","Wankhede Stadium, Mumbai",CSK,KKR,1,3.2,Conway,Shivam Mavi,0,0,0,0,0,0,,
202201,2022,1,"Mar 26, 2022","Wankhede Stadium, Mumbai",CSK,KKR,1,3.3,Conway,Shivam Mavi,1,0,0,0,0,0,,
202201,2022,1,"Mar 26, 2022","Wankhede Stadium, Mumbai",CSK,KKR,1,3.4,Uthappa,Shivam Mavi,6,0,0,0,0,0,,
202201,2022,1,"Mar 26, 2022","Wankhede Stadium, Mumbai",CSK,KKR,1,3.5,Uthappa,Shivam Mavi,0,0,0,0,0,0,,
202201,2022,1,"Mar 26, 2022","Wankhede Stadium, Mumbai",CSK,KKR,1,3.6,Uthappa,Shivam Mavi,4,0,0,0,0,0,,
202201,2022,1,"Mar 26, 2022","Wankhede Stadium, Mumbai",CSK,KKR,1,4.1,Conway,Umesh Yadav,0,0,0,0,0,0,caught,Conway
202201,2022,1,"Mar 26, 2022","Wankhede Stadium, Mumbai",CSK,KKR,1,4.2,Rayudu,Umesh Yadav,0,0,0,0,0,0,,
202201,2022,1,"Mar 26, 2022","Wankhede Stadium, Mumbai",CSK,KKR,1,4.3,Rayudu,Umesh Yadav,0,0,0,0,0,0,,
202201,2022,1,"Mar 26, 2022","Wankhede Stadium, Mumbai",CSK,KKR,1,4.4,Rayudu,Umesh Yadav,0,0,0,0,0,0,,
202201,2022,1,"Mar 26, 2022","Wankhede Stadium, Mumbai",CSK,KKR,1,4.5,Rayudu,Umesh Yadav,1,0,0,0,0,0,,
202201,2022,1,"Mar 26, 2022","Wankhede Stadium, Mumbai",CSK,KKR,1,4.6,Uthappa,Umesh Yadav,0,0,0,0,0,0,,
202201,2022,1,"Mar 26, 2022","Wankhede Stadium, Mumbai",CSK,KKR,1,5.1,Rayudu,Chakaravarthy,1,0,0,0,0,0,,
202201,2022,1,"Mar 26, 2022","Wankhede Stadium, Mumbai",CSK,KKR,1,5.2,Uthappa,Chakaravarthy,1,0,0,0,0,0,,
202201,2022,1,"Mar 26, 2022","Wankhede Stadium, Mumbai",CSK,KKR,1,5.3,Rayudu,Chakaravarthy,0,0,0,0,0,0,,
202201,2022,1,"Mar 26, 2022","Wankhede Stadium, Mumbai",CSK,KKR,1,5.4,Rayudu,Chakaravarthy,0,0,0,0,0,0,,
202201,2022,1,"Mar 26, 2022","Wankhede Stadium, Mumbai",CSK,KKR,1,5.5,Rayudu,Chakaravarthy,4,0,0,0,0,0,,
202201,2022,1,"Mar 26, 2022","Wankhede Stadium, Mumbai",CSK,KKR,1,5.6,Rayudu,Chakaravarthy,0,0,0,0,0,0,,
202201,2022,1,"Mar 26, 2022","Wankhede Stadium, Mumbai",CSK,KKR,1,6.1,Uthappa,Narine,1,0,0,0,0,0,,
202201,2022,1,"Mar 26, 2022","Wankhede Stadium, Mumbai",CSK,KKR,1,6.2,Rayudu,Narine,1,0,0,0,0,0,,
202201,2022,1,"Mar 26, 2022","Wankhede Stadium, Mumbai",CSK,KKR,1,6.3,Uthappa,Narine,2,0,0,0,0,0,,
202201,2022,1,"Mar 26, 2022","Wankhede Stadium, Mumbai",CSK,KKR,1,6.4,Uthappa,Narine,0,0,0,0,0,0,,
202201,2022,1,"Mar 26, 2022","Wankhede Stadium, Mumbai",CSK,KKR,1,6.5,Uthappa,Narine,1,0,0,0,0,0,,
202201,2022,1,"Mar 26, 2022","Wankhede Stadium, Mumbai",CSK,KKR,1,6.6,Rayudu,Narine,0,0,0,0,0,0,,
