match_id,season,match_no,date,venue,batting_team,bowling_team,innings,over,striker,bowler,runs_of_bat,extras,wide,legbyes,byes,noballs,wicket_type,player_dismissed
202301,2023,1,"Mar 31, 2023","Narendra Modi Stadium, Ahmedabad",CSK,GT,1,0.1,Conway,Shami,0,0,0,0,0,0,,
202301,2023,1,"Mar 31, 2023","Narendra Modi Stadium, Ahmedabad",CSK,GT,1,0.2,Conway,Shami,0,1,0,1,0,0,,
202301,2023,1,"Mar 31, 2023","Narendra Modi Stadium, Ahmedabad",CSK,GT,1,0.3,Gaikwad,Shami,0,0,0,0,0,0,,
202301,2023,1,"Mar 31, 2023","Narendra Modi Stadium, Ahmedabad",CSK,GT,1,0.4,Gaikwad,Shami,1,0,0,0,0,0,,
202301,2023,1,"Mar 31, 2023","Narendra Modi Stadium, Ahmedabad",CSK,GT,1,0.5,Conway,Shami,0,0,0,0,0,0,,
202301,2023,1,"Mar 31, 2023","Narendra Modi Stadium, Ahmedabad",CSK,GT,1,0.6,Conway,Shami,0,0,0,0,0,0,,
202301,2023,1,"Mar 31, 2023","Narendra Modi Stadium, Ahmedabad",CSK,GT,1,1.1,Gaikwad,Hardik Pandya,4,0,0,0,0,0,,
202301,2023,1,"Mar 31, 2023","Narendra Modi Stadium, Ahmedabad",CSK,GT,1,1.2,Gaikwad,Hardik Pandya,0,0,0,0,0,0,,
202301,2023,1,"Mar 31, 2023","Narendra Modi Stadium, Ahmedabad",CSK,GT,1,1.3,Gaikwad,Hardik Pandya,4,0,0,0,0,0,,
202301,2023,1,"Mar 31, 2023","Narendra Modi Stadium, Ahmedabad",CSK,GT,1,1.4,Gaikwad,Hardik Pandya,1,0,0,0,0,0,,
202301,2023,1,"Mar 31, 2023","Narendra Modi Stadium, Ahmedabad",CSK,GT,1,1.5,Conway,Hardik Pandya,1,0,0,0,0,0,,
202301,2023,1,"Mar 31, 2023","Narendra Modi Stadium, Ahmedabad",CSK,GT,1,1.6,Gaikwad,Hardik Pandya,1,0,0,0,0,0,,
